"user_input","items_json"
"Alright grab me a few oatmeal boxes, tack on three wines, plus scrap 12 pears thanks","[{""action"": ""add"", ""product"": ""oatmeal boxes"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""wines"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""pears"", ""quantity"": 12}]"
"Alright drop in two dozen cream cheeses, cut 4 blueberries, get rid of thirteen ham slices, and put in eighteen scones","[{""action"": ""add"", ""product"": ""cream cheeses"", ""quantity"": 24}, {""action"": ""remove"", ""product"": ""blueberries"", ""quantity"": 4}, {""action"": ""remove"", ""product"": ""ham slices"", ""quantity"": 13}, {""action"": ""add"", ""product"": ""scones"", ""quantity"": 18}]"
"Drop in 18 oatmeal boxes, then include twenty pizzas, pack in a few pitas in there, then stock up on 5 plums","[{""action"": ""add"", ""product"": ""oatmeal boxes"", ""quantity"": 18}, {""action"": ""add"", ""product"": ""pizzas"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""pitas"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""plums"", ""quantity"": 5}]"
"Yo tack on eleven sour creams, ditch 11 of those muffins, grab me nineteen cookies, and slap on a dozen beets cheers","[{""action"": ""add"", ""product"": ""sour creams"", ""quantity"": 11}, {""action"": ""remove"", ""product"": ""muffins"", ""quantity"": 11}, {""action"": ""add"", ""product"": ""cookies"", ""quantity"": 19}, {""action"": ""add"", ""product"": ""beets"", ""quantity"": 12}]"
"Ring up a pair of asparagus bunches, take out fourteen ice creams, then scan in twelve clams, pull four bananas, and scan in twenty blueberries","[{""action"": ""add"", ""product"": ""asparagus bunches"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""ice creams"", ""quantity"": 14}, {""action"": ""add"", ""product"": ""clams"", ""quantity"": 12}, {""action"": ""remove"", ""product"": ""bananas"", ""quantity"": 4}, {""action"": ""add"", ""product"": ""blueberries"", ""quantity"": 20}]"
"Yo take off two of those lobsters, stick in two strawberries, take away 16 bagels","[{""action"": ""remove"", ""product"": ""lobsters"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""strawberries"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""bagels"", ""quantity"": 16}]"
"Grab me 21 avocados, pile on six kombuchas, and drop in 4 trash bags","[{""action"": ""add"", ""product"": ""avocados"", ""quantity"": 21}, {""action"": ""add"", ""product"": ""kombuchas"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""trash bags"", ""quantity"": 4}]"
"Yo tack on 21 peaches, drop in a couple chocolates and ring up ten milks","[{""action"": ""add"", ""product"": ""peaches"", ""quantity"": 21}, {""action"": ""add"", ""product"": ""chocolates"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""milks"", ""quantity"": 10}]"
"Hey stock up on six brownies, tack on 19 cookies, then take out 22 yogurts, and get rid of 14 cereals","[{""action"": ""add"", ""product"": ""brownies"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""cookies"", ""quantity"": 19}, {""action"": ""remove"", ""product"": ""yogurts"", ""quantity"": 22}, {""action"": ""remove"", ""product"": ""cereals"", ""quantity"": 14}]"
"Ring up half a dozen kiwis, scrub 5 celery stalks, drop in 5 tacos","[{""action"": ""add"", ""product"": ""kiwis"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""celery stalks"", ""quantity"": 5}, {""action"": ""add"", ""product"": ""tacos"", ""quantity"": 5}]"
"Take out 25 of the leeks, plus give me 23 bell peppers","[{""action"": ""remove"", ""product"": ""leeks"", ""quantity"": 25}, {""action"": ""add"", ""product"": ""bell peppers"", ""quantity"": 23}]"
"Alright pull out 23 eggplants, take away nineteen of those butters, take out 8 of those oatmeal boxes, and also stock up on eighteen wraps","[{""action"": ""remove"", ""product"": ""eggplants"", ""quantity"": 23}, {""action"": ""remove"", ""product"": ""butters"", ""quantity"": 19}, {""action"": ""remove"", ""product"": ""oatmeal boxes"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""wraps"", ""quantity"": 18}]"
"Drop in a few syrups, get rid of 13 candy bars, plus cut 7 mushrooms","[{""action"": ""add"", ""product"": ""syrups"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""candy bars"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""mushrooms"", ""quantity"": 7}]"
"Pile on three muffins, then pack in 5 ground beef packs, get rid of 14 of the onions","[{""action"": ""add"", ""product"": ""muffins"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""ground beef packs"", ""quantity"": 5}, {""action"": ""remove"", ""product"": ""onions"", ""quantity"": 14}]"
"Skip 4 ground beef packs, pack in 22 jams, stock up on two dozen tortillas, plus get me 4 tuna cans","[{""action"": ""remove"", ""product"": ""ground beef packs"", ""quantity"": 4}, {""action"": ""add"", ""product"": ""jams"", ""quantity"": 22}, {""action"": ""add"", ""product"": ""tortillas"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""tuna cans"", ""quantity"": 4}]"
"Nix eight fries, then scrap 16 of the wines, leave out nine broccoli heads and toss in 2 ribs in there","[{""action"": ""remove"", ""product"": ""fries"", ""quantity"": 8}, {""action"": ""remove"", ""product"": ""wines"", ""quantity"": 16}, {""action"": ""remove"", ""product"": ""broccoli heads"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""ribs"", ""quantity"": 2}]"
"Pull out 15 of the pitas, then stock up on a pair of rice bags, then tack on 14 brownies","[{""action"": ""remove"", ""product"": ""pitas"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""rice bags"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""brownies"", ""quantity"": 14}]"
"Yo bring me a couple sodas, put in 12 chicken breasts, grab me thirteen sausages, then kick out 17 tuna cans, plus ring up eleven prawns","[{""action"": ""add"", ""product"": ""sodas"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""chicken breasts"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""sausages"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""tuna cans"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""prawns"", ""quantity"": 11}]"
"Scan in 23 tacos, stick in 3 onions, plus take out a pair of shampoos cheers","[{""action"": ""add"", ""product"": ""tacos"", ""quantity"": 23}, {""action"": ""add"", ""product"": ""onions"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""shampoos"", ""quantity"": 2}]"
"Put in 22 pretzels, scan in two dozen radishes and scrap 4 sour creams","[{""action"": ""add"", ""product"": ""pretzels"", ""quantity"": 22}, {""action"": ""add"", ""product"": ""radishes"", ""quantity"": 24}, {""action"": ""remove"", ""product"": ""sour creams"", ""quantity"": 4}]"
"Alright kick out one of the toothpastes, throw on 8 watermelons, nix thirteen plums, lose a couple napkins, plus grab me half a dozen sour creams thanks","[{""action"": ""remove"", ""product"": ""toothpastes"", ""quantity"": 1}, {""action"": ""add"", ""product"": ""watermelons"", ""quantity"": 8}, {""action"": ""remove"", ""product"": ""plums"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""napkins"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""sour creams"", ""quantity"": 6}]"
"Throw in a pair of pizzas, drop twelve tissue boxes, scan in 15 cupcakes in there, plus toss in twenty pitas please","[{""action"": ""add"", ""product"": ""pizzas"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""tissue boxes"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""cupcakes"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""pitas"", ""quantity"": 20}]"
"Scrap fifteen pickle jars, grab me three raspberries, then toss in a few lemons cheers","[{""action"": ""remove"", ""product"": ""pickle jars"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""raspberries"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""lemons"", ""quantity"": 3}]"
"Stock up on eleven chocolates, chuck in 2 granola bars and bring me two dozen salsas cheers","[{""action"": ""add"", ""product"": ""chocolates"", ""quantity"": 11}, {""action"": ""add"", ""product"": ""granola bars"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""salsas"", ""quantity"": 24}]"
"Nix a pair of tacos, ring up nineteen jalapenos, then take out two of the pickle jars, knock off six granola bars, plus leave out a dozen steaks thanks","[{""action"": ""remove"", ""product"": ""tacos"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""jalapenos"", ""quantity"": 19}, {""action"": ""remove"", ""product"": ""pickle jars"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""granola bars"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""steaks"", ""quantity"": 12}]"
"Tack on half a dozen cashews, put in nine wraps, remove 25 milks","[{""action"": ""add"", ""product"": ""cashews"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""wraps"", ""quantity"": 9}, {""action"": ""remove"", ""product"": ""milks"", ""quantity"": 25}]"
"Chuck in twelve avocados and scan in a pair of mussels please","[{""action"": ""add"", ""product"": ""avocados"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""mussels"", ""quantity"": 2}]"
"Okay leave out 19 muffins, get me a couple cashews and stick in seven napkins","[{""action"": ""remove"", ""product"": ""muffins"", ""quantity"": 19}, {""action"": ""add"", ""product"": ""cashews"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""napkins"", ""quantity"": 7}]"
"Yo include fourteen crabs, throw in half a dozen eggs, then scrub eight of them soaps and drop in half a dozen sweet potatoes in there","[{""action"": ""add"", ""product"": ""crabs"", ""quantity"": 14}, {""action"": ""add"", ""product"": ""eggs"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""soaps"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""sweet potatoes"", ""quantity"": 6}]"
"Yo add 8 crabs, include 14 ground beef packs, pull thirteen lemons and skip thirteen cookies","[{""action"": ""add"", ""product"": ""crabs"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""ground beef packs"", ""quantity"": 14}, {""action"": ""remove"", ""product"": ""lemons"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""cookies"", ""quantity"": 13}]"
"Okay throw on a dozen salmon fillets, nix a couple cakes, put in 20 granola bars thanks","[{""action"": ""add"", ""product"": ""salmon fillets"", ""quantity"": 12}, {""action"": ""remove"", ""product"": ""cakes"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""granola bars"", ""quantity"": 20}]"
"Toss in nineteen olive jars in there, skip 22 chips, then load up with nineteen kiwis, drop a pair of rice bags and toss in 20 cod fillets please","[{""action"": ""add"", ""product"": ""olive jars"", ""quantity"": 19}, {""action"": ""remove"", ""product"": ""chips"", ""quantity"": 22}, {""action"": ""add"", ""product"": ""kiwis"", ""quantity"": 19}, {""action"": ""remove"", ""product"": ""rice bags"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""cod fillets"", ""quantity"": 20}]"
"Hey give me one leeks in there, take away a pair of of them crackers, get rid of a pair of beers, chuck in 21 pickle jars, and ditch eighteen candy bars","[{""action"": ""add"", ""product"": ""leeks"", ""quantity"": 1}, {""action"": ""remove"", ""product"": ""crackers"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""beers"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""pickle jars"", ""quantity"": 21}, {""action"": ""remove"", ""product"": ""candy bars"", ""quantity"": 18}]"
"Okay add 22 pickle jars, ditch a pair of bacon packs, pile on a couple peaches in there, leave out a couple popcorn bags, and also cut a pair of razors","[{""action"": ""add"", ""product"": ""pickle jars"", ""quantity"": 22}, {""action"": ""remove"", ""product"": ""bacon packs"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""peaches"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""popcorn bags"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""razors"", ""quantity"": 2}]"
"Hey stock up on sixteen kale bunches, get rid of 4 peanut butters, plus lose fourteen cashews","[{""action"": ""add"", ""product"": ""kale bunches"", ""quantity"": 16}, {""action"": ""remove"", ""product"": ""peanut butters"", ""quantity"": 4}, {""action"": ""remove"", ""product"": ""cashews"", ""quantity"": 14}]"
"Pile on three plums, and ditch 4 grapes thanks","[{""action"": ""add"", ""product"": ""plums"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""grapes"", ""quantity"": 4}]"
"Load up with nine avocados, skip 20 syrups, throw in 15 mussels, scan in sixteen pies, plus tack on a pair of butters please","[{""action"": ""add"", ""product"": ""avocados"", ""quantity"": 9}, {""action"": ""remove"", ""product"": ""syrups"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""mussels"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""pies"", ""quantity"": 16}, {""action"": ""add"", ""product"": ""butters"", ""quantity"": 2}]"
"Yo give me four avocados, get me three salmon fillets, and scrap a few of them pancake mixes","[{""action"": ""add"", ""product"": ""avocados"", ""quantity"": 4}, {""action"": ""add"", ""product"": ""salmon fillets"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""pancake mixes"", ""quantity"": 3}]"
"Hey take out a few of those tissue boxes, put in thirteen avocados in there and drop four bananas cheers","[{""action"": ""remove"", ""product"": ""tissue boxes"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""avocados"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""bananas"", ""quantity"": 4}]"
"Okay ring up 10 biscuits, knock off eight onions, chuck in twelve salami packs cheers","[{""action"": ""add"", ""product"": ""biscuits"", ""quantity"": 10}, {""action"": ""remove"", ""product"": ""onions"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""salami packs"", ""quantity"": 12}]"
"Hey cut 10 salmon fillets, grab me 5 syrups, and also put in eight hummus tubs","[{""action"": ""remove"", ""product"": ""salmon fillets"", ""quantity"": 10}, {""action"": ""add"", ""product"": ""syrups"", ""quantity"": 5}, {""action"": ""add"", ""product"": ""hummus tubs"", ""quantity"": 8}]"
"Grab me 20 cream cheeses, scrap a dozen of those limes, give me 15 crabs and scan in 17 peaches","[{""action"": ""add"", ""product"": ""cream cheeses"", ""quantity"": 20}, {""action"": ""remove"", ""product"": ""limes"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""crabs"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""peaches"", ""quantity"": 17}]"
"Scan in a pair of olive jars in there, then leave out a dozen onions, stock up on 18 tissue boxes, and take off 15 shampoos please","[{""action"": ""add"", ""product"": ""olive jars"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""onions"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""tissue boxes"", ""quantity"": 18}, {""action"": ""remove"", ""product"": ""shampoos"", ""quantity"": 15}]"
"Yo leave out half a dozen napkins, then toss in half a dozen deodorants in there, then grab me ten scallops, plus take away two dozen of them mushrooms","[{""action"": ""remove"", ""product"": ""napkins"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""deodorants"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""scallops"", ""quantity"": 10}, {""action"": ""remove"", ""product"": ""mushrooms"", ""quantity"": 24}]"
"Pull fourteen tuna cans and load up with fourteen pears","[{""action"": ""remove"", ""product"": ""tuna cans"", ""quantity"": 14}, {""action"": ""add"", ""product"": ""pears"", ""quantity"": 14}]"
"Get rid of a dozen bagels, and chuck in three cream cheeses","[{""action"": ""remove"", ""product"": ""bagels"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""cream cheeses"", ""quantity"": 3}]"
"Hey scrap 14 rolls, leave out a few chicken thighs, then pack in fourteen wraps, then grab me fourteen lemons please","[{""action"": ""remove"", ""product"": ""rolls"", ""quantity"": 14}, {""action"": ""remove"", ""product"": ""chicken thighs"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""wraps"", ""quantity"": 14}, {""action"": ""add"", ""product"": ""lemons"", ""quantity"": 14}]"
"Yo put in seventeen smoothies, nix 12 bananas, toss in 8 salmon fillets, then load up with 24 cream cheeses","[{""action"": ""add"", ""product"": ""smoothies"", ""quantity"": 17}, {""action"": ""remove"", ""product"": ""bananas"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""salmon fillets"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""cream cheeses"", ""quantity"": 24}]"
"Okay pull 7 of them rolls, throw on 5 eggplants, toss in three carrots, put in three protein bars","[{""action"": ""remove"", ""product"": ""rolls"", ""quantity"": 7}, {""action"": ""add"", ""product"": ""eggplants"", ""quantity"": 5}, {""action"": ""add"", ""product"": ""carrots"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""protein bars"", ""quantity"": 3}]"
"Pile on 18 lettuces in there, drop a few pies, throw in half a dozen lotions","[{""action"": ""add"", ""product"": ""lettuces"", ""quantity"": 18}, {""action"": ""remove"", ""product"": ""pies"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""lotions"", ""quantity"": 6}]"
"Yo scan in a couple wraps, pile on 8 asparagus bunches, take off two dozen cereals, plus stick in eighteen lotions","[{""action"": ""add"", ""product"": ""wraps"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""asparagus bunches"", ""quantity"": 8}, {""action"": ""remove"", ""product"": ""cereals"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""lotions"", ""quantity"": 18}]"
"Ring up 21 deodorants, take out seventeen of them clams, drop in 20 toothpastes in there, then scrub nine lobsters","[{""action"": ""add"", ""product"": ""deodorants"", ""quantity"": 21}, {""action"": ""remove"", ""product"": ""clams"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""toothpastes"", ""quantity"": 20}, {""action"": ""remove"", ""product"": ""lobsters"", ""quantity"": 9}]"
"Hey stock up on 5 kiwis, then throw on two dozen mangoes, plus pile on twenty garlic bulbs","[{""action"": ""add"", ""product"": ""kiwis"", ""quantity"": 5}, {""action"": ""add"", ""product"": ""mangoes"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""garlic bulbs"", ""quantity"": 20}]"
"Yo leave out nine cheeses, give me 1 sweet potatoes and ring up a few sparkling waters cheers","[{""action"": ""remove"", ""product"": ""cheeses"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""sweet potatoes"", ""quantity"": 1}, {""action"": ""add"", ""product"": ""sparkling waters"", ""quantity"": 3}]"
"Stock up on 1 wines in there, then stick in three baguettes please","[{""action"": ""add"", ""product"": ""wines"", ""quantity"": 1}, {""action"": ""add"", ""product"": ""baguettes"", ""quantity"": 3}]"
"Cut 8 mushrooms, then throw in fourteen tomatoes, plus add ten lemons","[{""action"": ""remove"", ""product"": ""mushrooms"", ""quantity"": 8}, {""action"": ""add"", ""product"": ""tomatoes"", ""quantity"": 14}, {""action"": ""add"", ""product"": ""lemons"", ""quantity"": 10}]"
"Bring me 7 chicken breasts, and also tack on a couple biscuits in there","[{""action"": ""add"", ""product"": ""chicken breasts"", ""quantity"": 7}, {""action"": ""add"", ""product"": ""biscuits"", ""quantity"": 2}]"
"Okay take out 18 cupcakes, plus stick in nineteen walnuts","[{""action"": ""remove"", ""product"": ""cupcakes"", ""quantity"": 18}, {""action"": ""add"", ""product"": ""walnuts"", ""quantity"": 19}]"
"Yo stick in a few turkey slices, ring up 24 syrups, throw in eighteen spinach bunches, pull out eleven buns, and get me 23 chips","[{""action"": ""add"", ""product"": ""turkey slices"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""syrups"", ""quantity"": 24}, {""action"": ""add"", ""product"": ""spinach bunches"", ""quantity"": 18}, {""action"": ""remove"", ""product"": ""buns"", ""quantity"": 11}, {""action"": ""add"", ""product"": ""chips"", ""quantity"": 23}]"
"Alright pack in 4 tortillas, skip a pair of blueberries, and also include 11 tuna cans","[{""action"": ""add"", ""product"": ""tortillas"", ""quantity"": 4}, {""action"": ""remove"", ""product"": ""blueberries"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""tuna cans"", ""quantity"": 11}]"
"Yo tack on two dozen scones, plus skip 9 of the salsas","[{""action"": ""add"", ""product"": ""scones"", ""quantity"": 24}, {""action"": ""remove"", ""product"": ""salsas"", ""quantity"": 9}]"
"Leave out 22 kale bunches, bring me 2 prawns, and also throw in 21 butters in there","[{""action"": ""remove"", ""product"": ""kale bunches"", ""quantity"": 22}, {""action"": ""add"", ""product"": ""prawns"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""butters"", ""quantity"": 21}]"
"Okay include 9 scallions, skip 17 oranges, and also give me 3 shrimp","[{""action"": ""add"", ""product"": ""scallions"", ""quantity"": 9}, {""action"": ""remove"", ""product"": ""oranges"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""shrimp"", ""quantity"": 3}]"
"Drop in fifteen deodorants, skip 13 of the wraps, then scrap 1 hot dogs, plus slap on 16 mushrooms cheers","[{""action"": ""add"", ""product"": ""deodorants"", ""quantity"": 15}, {""action"": ""remove"", ""product"": ""wraps"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""hot dogs"", ""quantity"": 1}, {""action"": ""add"", ""product"": ""mushrooms"", ""quantity"": 16}]"
"Get rid of seven salads, throw in seventeen baguettes, throw in twenty corn cobs, then pack in 15 pasta boxes, plus stick in a couple chips thanks","[{""action"": ""remove"", ""product"": ""salads"", ""quantity"": 7}, {""action"": ""add"", ""product"": ""baguettes"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""corn cobs"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""pasta boxes"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""chips"", ""quantity"": 2}]"
"Alright pull out four of those energy drinks, then ditch 17 pizzas, and also include ten popcorn bags","[{""action"": ""remove"", ""product"": ""energy drinks"", ""quantity"": 4}, {""action"": ""remove"", ""product"": ""pizzas"", ""quantity"": 17}, {""action"": ""add"", ""product"": ""popcorn bags"", ""quantity"": 10}]"
"Give me 19 bagels in there, then stock up on one cauliflower heads, slap on 25 tacos in there, then pull two ribs","[{""action"": ""add"", ""product"": ""bagels"", ""quantity"": 19}, {""action"": ""add"", ""product"": ""cauliflower heads"", ""quantity"": 1}, {""action"": ""add"", ""product"": ""tacos"", ""quantity"": 25}, {""action"": ""remove"", ""product"": ""ribs"", ""quantity"": 2}]"
"Pack in two dozen donuts, scrap 12 popsicles and pile on 25 crackers please","[{""action"": ""add"", ""product"": ""donuts"", ""quantity"": 24}, {""action"": ""remove"", ""product"": ""popsicles"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""crackers"", ""quantity"": 25}]"
"Get rid of twelve of them blueberries, load up with nine walnuts, throw in five sandwiches, scrap a couple of them asparagus bunches and stick in a couple chips thanks","[{""action"": ""remove"", ""product"": ""blueberries"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""walnuts"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""sandwiches"", ""quantity"": 5}, {""action"": ""remove"", ""product"": ""asparagus bunches"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""chips"", ""quantity"": 2}]"
"Yo skip a dozen of those blueberries and pack in two dozen jams please","[{""action"": ""remove"", ""product"": ""blueberries"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""jams"", ""quantity"": 24}]"
"Pile on 13 walnuts, get me sixteen smoothies, plus load up with one paper towels cheers","[{""action"": ""add"", ""product"": ""walnuts"", ""quantity"": 13}, {""action"": ""add"", ""product"": ""smoothies"", ""quantity"": 16}, {""action"": ""add"", ""product"": ""paper towels"", ""quantity"": 1}]"
"Hey ring up three toothpastes, ditch 18 tissue boxes, scrap 23 turkey slices, throw in sixteen salmon fillets, get me a couple cream cheeses","[{""action"": ""add"", ""product"": ""toothpastes"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""tissue boxes"", ""quantity"": 18}, {""action"": ""remove"", ""product"": ""turkey slices"", ""quantity"": 23}, {""action"": ""add"", ""product"": ""salmon fillets"", ""quantity"": 16}, {""action"": ""add"", ""product"": ""cream cheeses"", ""quantity"": 2}]"
"Okay stick in three lotions, then remove nineteen water bottles, then add fifteen sparkling waters, then ring up five napkins, and toss in three cucumbers cheers","[{""action"": ""add"", ""product"": ""lotions"", ""quantity"": 3}, {""action"": ""remove"", ""product"": ""water bottles"", ""quantity"": 19}, {""action"": ""add"", ""product"": ""sparkling waters"", ""quantity"": 15}, {""action"": ""add"", ""product"": ""napkins"", ""quantity"": 5}, {""action"": ""add"", ""product"": ""cucumbers"", ""quantity"": 3}]"
"Pack in 9 ice creams, scan in half a dozen grapes, stick in seven corn cobs, then throw in 7 sour creams cheers","[{""action"": ""add"", ""product"": ""ice creams"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""grapes"", ""quantity"": 6}, {""action"": ""add"", ""product"": ""corn cobs"", ""quantity"": 7}, {""action"": ""add"", ""product"": ""sour creams"", ""quantity"": 7}]"
"Alright kick out two dozen jalapenos, ditch 23 clams, then scan in 8 kombuchas cheers","[{""action"": ""remove"", ""product"": ""jalapenos"", ""quantity"": 24}, {""action"": ""remove"", ""product"": ""clams"", ""quantity"": 23}, {""action"": ""add"", ""product"": ""kombuchas"", ""quantity"": 8}]"
"Pull out 25 chicken breasts, give me 18 hot dogs in there, and pile on a few potatoes","[{""action"": ""remove"", ""product"": ""chicken breasts"", ""quantity"": 25}, {""action"": ""add"", ""product"": ""hot dogs"", ""quantity"": 18}, {""action"": ""add"", ""product"": ""potatoes"", ""quantity"": 3}]"
"Yo bring me fourteen salmon fillets, skip a pair of strawberries, include a couple popcorn bags, and also lose 12 paper towels","[{""action"": ""add"", ""product"": ""salmon fillets"", ""quantity"": 14}, {""action"": ""remove"", ""product"": ""strawberries"", ""quantity"": 2}, {""action"": ""add"", ""product"": ""popcorn bags"", ""quantity"": 2}, {""action"": ""remove"", ""product"": ""paper towels"", ""quantity"": 12}]"
"Yo include 1 leeks, then leave out thirteen protein bars, plus take off ten spinach bunches thanks","[{""action"": ""add"", ""product"": ""leeks"", ""quantity"": 1}, {""action"": ""remove"", ""product"": ""protein bars"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""spinach bunches"", ""quantity"": 10}]"
"Put in fourteen sour creams, take away a few bananas, then toss in nine beers, and bring me a couple prawns","[{""action"": ""add"", ""product"": ""sour creams"", ""quantity"": 14}, {""action"": ""remove"", ""product"": ""bananas"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""beers"", ""quantity"": 9}, {""action"": ""add"", ""product"": ""prawns"", ""quantity"": 2}]"
"Include five rolls, grab me thirteen jalapenos, get rid of 23 deodorants","[{""action"": ""add"", ""product"": ""rolls"", ""quantity"": 5}, {""action"": ""add"", ""product"": ""jalapenos"", ""quantity"": 13}, {""action"": ""remove"", ""product"": ""deodorants"", ""quantity"": 23}]"
"Bring me six nuts, take off 3 garlic bulbs, include 20 raspberries, get me 3 shrimp in there thanks","[{""action"": ""add"", ""product"": ""nuts"", ""quantity"": 6}, {""action"": ""remove"", ""product"": ""garlic bulbs"", ""quantity"": 3}, {""action"": ""add"", ""product"": ""raspberries"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""shrimp"", ""quantity"": 3}]"
"Include ten butters, skip 18 sweet potatoes, pile on a dozen pistachios in there, and also chuck in 2 napkins cheers","[{""action"": ""add"", ""product"": ""butters"", ""quantity"": 10}, {""action"": ""remove"", ""product"": ""sweet potatoes"", ""quantity"": 18}, {""action"": ""add"", ""product"": ""pistachios"", ""quantity"": 12}, {""action"": ""add"", ""product"": ""napkins"", ""quantity"": 2}]"
"Bring me thirteen celery stalks, include 7 scones, then skip 15 jalapenos","[{""action"": ""add"", ""product"": ""celery stalks"", ""quantity"": 13}, {""action"": ""add"", ""product"": ""scones"", ""quantity"": 7}, {""action"": ""remove"", ""product"": ""jalapenos"", ""quantity"": 15}]"
"Hey chuck in 16 meatballs, then get me one wraps, then knock off 20 asparagus bunches, and also scan in 1 cereals cheers","[{""action"": ""add"", ""product"": ""meatballs"", ""quantity"": 16}, {""action"": ""add"", ""product"": ""wraps"", ""quantity"": 1}, {""action"": ""remove"", ""product"": ""asparagus bunches"", ""quantity"": 20}, {""action"": ""add"", ""product"": ""cereals"", ""quantity"": 1}]"
